names,links,category,profile_path
Christiane Nüsslein-Volhard,https://en.wikipedia.org/wiki/Christiane_N%C3%BCsslein-Volhard,German developmental biologist and 1995 Nobel Prize-winner,./Women_Profiles/Christiane_Nüsslein-Volhard
Emily Murphy,https://en.wikipedia.org/wiki/Emily_Murphy,"Occupation: Magistrate, activist, jurist, author",./Women_Profiles/Emily_Murphy
Raymonde de Laroche,https://en.wikipedia.org/wiki/Raymonde_de_Laroche,Occupation: Aviator,./Women_Profiles/Raymonde_de_Laroche
Vandana Shiva,https://en.wikipedia.org/wiki/Vandana_Shiva,"Occupation: Philosopher, environmentalist, author, professional speaker, social activist",./Women_Profiles/Vandana_Shiva
Janis Joplin,https://en.wikipedia.org/wiki/Janis_Joplin,Occupation: Singer-songwriter,./Women_Profiles/Janis_Joplin
Rosalyn Sussman Yalow,https://en.wikipedia.org/wiki/Rosalyn_Sussman_Yalow,Known for: Radioimmunoassay  (RIA),./Women_Profiles/Rosalyn_Sussman_Yalow
Georgia O’Keeffe,https://en.wikipedia.org/wiki/Georgia_O%27Keeffe,Known for: Painting,./Women_Profiles/Georgia_O’Keeffe
Yoko Ono,https://en.wikipedia.org/wiki/Yoko_Ono,"Occupation: Artist, peace activist, singer, songwriter",./Women_Profiles/Yoko_Ono
Judy Garland,https://en.wikipedia.org/wiki/Judy_Garland,"Occupation: Actress 
 singer 
 dancer 
 vaudevillian",./Women_Profiles/Judy_Garland
Susan Cain,https://en.wikipedia.org/wiki/Susan_Cain,"Occupation: Writer, former lawyer and negotiations consultant [2]",./Women_Profiles/Susan_Cain
Hedy Lamarr,https://en.wikipedia.org/wiki/Hedy_Lamarr,"Occupation: Actress, inventor",./Women_Profiles/Hedy_Lamarr
Naomi Wolf,https://en.wikipedia.org/wiki/Naomi_Wolf,"Occupation: Author, Journalist, Activist, Public Speaker, Business Owner",./Women_Profiles/Naomi_Wolf
Yulia Tymoshenko,https://en.wikipedia.org/wiki/Yulia_Tymoshenko,Ukrainian politician,./Women_Profiles/Yulia_Tymoshenko
Joan Beauchamp Procter,https://en.wikipedia.org/wiki/Joan_Beauchamp_Procter,"Known for: Extensive taxonomic work on reptiles and amphibians 
 Pioneering work in care and display of zoo animals 
 Early research on Komodo dragons in captivity",./Women_Profiles/Joan_Beauchamp_Procter
Aretha Franklin,https://en.wikipedia.org/wiki/Aretha_Franklin,"Occupation: Singer 
 songwriter 
 actress 
 pianist 
 activist",./Women_Profiles/Aretha_Franklin
Dorothy Parker,https://en.wikipedia.org/wiki/Dorothy_Parker,"Occupation: Author, poet,  critic ,  screenwriter",./Women_Profiles/Dorothy_Parker
Jennifer Lopez,https://en.wikipedia.org/wiki/Jennifer_Lopez,Occupation: Actress singer dancer fashion designer producer businesswoman,./Women_Profiles/Jennifer_Lopez
Carly Fiorina,https://en.wikipedia.org/wiki/Carly_Fiorina,American businesswoman and political figure,./Women_Profiles/Carly_Fiorina
Leymah Gbowee,https://en.wikipedia.org/wiki/Leymah_Gbowee,Occupation: Peace activist,./Women_Profiles/Leymah_Gbowee
Nora Ephron,https://en.wikipedia.org/wiki/Nora_Ephron,"Occupation: Screenwriter, producer, director, journalist, playwright, author",./Women_Profiles/Nora_Ephron
Ruth Gordon,https://en.wikipedia.org/wiki/Ruth_Gordon,"Occupation: Actress, writer",./Women_Profiles/Ruth_Gordon
Hope Powell,https://en.wikipedia.org/wiki/Hope_Powell,English former international footballer and women's first-team manager of Brighton & Hove Albion,./Women_Profiles/Hope_Powell
Louisa May Alcott,https://en.wikipedia.org/wiki/Louisa_May_Alcott,Occupation: Novelist,./Women_Profiles/Louisa_May_Alcott
Laxmi Agarwal,https://en.wikipedia.org/wiki/Laxmi_Agarwal,Known for: Stop Sale Acid,./Women_Profiles/Laxmi_Agarwal
Mary Wollstonecraft,https://en.wikipedia.org/wiki/Mary_Wollstonecraft,English writer,./Women_Profiles/Mary_Wollstonecraft
Helen Bamber,https://en.wikipedia.org/wiki/Helen_Bamber,British psychotherapist and human rights activist,./Women_Profiles/Helen_Bamber
Kathryn Bigelow,https://en.wikipedia.org/wiki/Kathryn_Bigelow,Occupation: Director producer writer,./Women_Profiles/Kathryn_Bigelow
Roseanne Barr,https://en.wikipedia.org/wiki/Roseanne_Barr,"Occupation: Actress, comedian, writer, producer, politician",./Women_Profiles/Roseanne_Barr
Sarah Michelle Gellar,https://en.wikipedia.org/wiki/Sarah_Michelle_Gellar,Occupation: Actress producer entrepreneur,./Women_Profiles/Sarah_Michelle_Gellar
Mia Hamm,https://en.wikipedia.org/wiki/Mia_Hamm,American retired professional soccer player,./Women_Profiles/Mia_Hamm
Mae West,https://en.wikipedia.org/wiki/Mae_West,Occupation: Actress singer playwright screenwriter comedian,./Women_Profiles/Mae_West
Sampat Pal Devi,https://en.wikipedia.org/wiki/Sampat_Pal_Devi,Indian social activist,./Women_Profiles/Sampat_Pal_Devi
Angela Merkel,https://en.wikipedia.org/wiki/Angela_Merkel,German politician serving as Chancellor of Germany,./Women_Profiles/Angela_Merkel
Britney Spears,https://en.wikipedia.org/wiki/Britney_Spears,"Occupation: Singer 
 songwriter 
 dancer 
 actress",./Women_Profiles/Britney_Spears
Emily Dickinson,https://en.wikipedia.org/wiki/Emily_Dickinson,Occupation: Poet,./Women_Profiles/Emily_Dickinson
Iyanla Vanzant,https://en.wikipedia.org/wiki/Iyanla_Vanzant,"Occupation: Inspirational speaker, lawyer, spiritual teacher, author, TV personality",./Women_Profiles/Iyanla_Vanzant
Judi Dench,https://en.wikipedia.org/wiki/Judi_Dench,Occupation: Actress artist author,./Women_Profiles/Judi_Dench
Anne Lamott,https://en.wikipedia.org/wiki/Anne_Lamott,"Occupation: Novelist, non-fiction writer, essayist, memoirist",./Women_Profiles/Anne_Lamott
Shonda Rhimes,https://en.wikipedia.org/wiki/Shonda_Rhimes,"Occupation: Television producer ,  television writer ,  screenwriter ,  author",./Women_Profiles/Shonda_Rhimes
Marsha Evans,https://en.wikipedia.org/wiki/Marsha_J._Evans,retired rear admiral in the United States Navy,./Women_Profiles/Marsha_Evans
Zaha Hadid,https://en.wikipedia.org/wiki/Zaha_Hadid,Occupation: Architect,./Women_Profiles/Zaha_Hadid
Joan Rivers,https://en.wikipedia.org/wiki/Joan_Rivers,"Occupation: Comedienne 
 actress 
 writer 
 producer 
 television host",./Women_Profiles/Joan_Rivers
Annie Leibovitz,https://en.wikipedia.org/wiki/Annie_Leibovitz,Known for: Photography,./Women_Profiles/Annie_Leibovitz
Alice Walker,https://en.wikipedia.org/wiki/Alice_Walker,"Occupation: Novelist, short story writer, poet, political activist",./Women_Profiles/Alice_Walker
Graça Machel,https://en.wikipedia.org/wiki/Gra%C3%A7a_Machel,Occupation: Humanitarian Activist,./Women_Profiles/Graça_Machel
Gabby Douglas,https://en.wikipedia.org/wiki/Gabby_Douglas,American artistic gymnast,./Women_Profiles/Gabby_Douglas
Emmeline Pankhurst,https://en.wikipedia.org/wiki/Emmeline_Pankhurst,British political activist and organizer of the British suffragette movement,./Women_Profiles/Emmeline_Pankhurst
Elizabeth Garrett Anderson,https://en.wikipedia.org/wiki/Elizabeth_Garrett_Anderson,Known for: First woman to openly gain a medical qualification in Britain  Creating a medical school for women,./Women_Profiles/Elizabeth_Garrett_Anderson
Meg Whitman,https://en.wikipedia.org/wiki/Meg_Whitman,American business executive,./Women_Profiles/Meg_Whitman
Arianna Huffington,https://en.wikipedia.org/wiki/Arianna_Huffington,"Known for: Founder of The Huffington Post 
 Founder and CEO of Thrive Global 
 Author of 15 books",./Women_Profiles/Arianna_Huffington
Taslima Nasrin,https://en.wikipedia.org/wiki/Taslima_Nasrin,Occupation: Author,./Women_Profiles/Taslima_Nasrin
Erma Bombeck,https://en.wikipedia.org/wiki/Erma_Bombeck,"Occupation: Humorist, syndicated columnist, writer",./Women_Profiles/Erma_Bombeck
Cressida Dick,https://en.wikipedia.org/wiki/Cressida_Dick,British police officer,./Women_Profiles/Cressida_Dick
Thuli Madonsela,https://en.wikipedia.org/wiki/Thuli_Madonsela,Occupation: Ombudsman,./Women_Profiles/Thuli_Madonsela
Angelina Jolie,https://en.wikipedia.org/wiki/Angelina_Jolie,"Occupation: Actress 
 filmmaker",./Women_Profiles/Angelina_Jolie
Catherine Cook,https://en.wikipedia.org/wiki/Catherine_Cookson,Occupation: Novelist,./Women_Profiles/Catherine_Cook
Jane Goodall,https://en.wikipedia.org/wiki/Jane_Goodall,"Known for: Study of  chimpanzees , conservation, animal welfare",./Women_Profiles/Jane_Goodall
Harriet Chalmers Adams,https://en.wikipedia.org/wiki/Harriet_Chalmers_Adams,"Occupation: Explorer, writer, photographer",./Women_Profiles/Harriet_Chalmers_Adams
Martha Beck,https://en.wikipedia.org/wiki/Martha_Beck,"Occupation: author ,  life coach ,  speaker",./Women_Profiles/Martha_Beck
Hillary Clinton,https://en.wikipedia.org/wiki/Hillary_Clinton,American politician,./Women_Profiles/Hillary_Clinton
Tara Mohr,https://en.wikipedia.org/wiki/Tara_Moore,Hong Kong-born British tennis player,./Women_Profiles/Tara_Mohr
Ellen Page,https://en.wikipedia.org/wiki/Ellen_Page,"Occupation: Actress, producer",./Women_Profiles/Ellen_Page
Frances Perkins,https://en.wikipedia.org/wiki/Frances_Perkins,American sociologist and workers-rights advocate,./Women_Profiles/Frances_Perkins
Millicent Fawcett,https://en.wikipedia.org/wiki/Millicent_Fawcett,"Occupation: Suffragist, union leader",./Women_Profiles/Millicent_Fawcett
Elaine Showalter,https://en.wikipedia.org/wiki/Elaine_Showalter,Known for: Gynocriticism,./Women_Profiles/Elaine_Showalter
Billie Holiday,https://en.wikipedia.org/wiki/Billie_Holiday,Occupation(s): Singer,./Women_Profiles/Billie_Holiday
Nancy Wake,https://en.wikipedia.org/wiki/Nancy_Wake,secret agent during the Second World War,./Women_Profiles/Nancy_Wake
Virginia Woolf,https://en.wikipedia.org/wiki/Virginia_Woolf,"Occupation: Novelist, essayist, publisher, critic",./Women_Profiles/Virginia_Woolf
Ruth Reichl,https://en.wikipedia.org/wiki/Ruth_Reichl,"Occupation: Food writer, magazine editor, chef",./Women_Profiles/Ruth_Reichl
Ariel Winter,https://en.wikipedia.org/wiki/Ariel_Winter,"Occupation: Actress, voice actress",./Women_Profiles/Ariel_Winter
Ella Fitzgerald,https://en.wikipedia.org/wiki/Ella_Fitzgerald,Occupation(s): Singer,./Women_Profiles/Ella_Fitzgerald
Kelly Manthey,https://en.wikipedia.org/wiki/Kelly_Mantle,"Occupation: Actor,  drag queen , singer-songwriter, musician, comedian",./Women_Profiles/Kelly_Manthey
Jackie Joyner-Kersee,https://en.wikipedia.org/wiki/Jackie_Joyner-Kersee,American retired track and field athlete,./Women_Profiles/Jackie_Joyner-Kersee
Susan B. Anthony,https://en.wikipedia.org/wiki/Susan_B._Anthony,Known for: Women's suffrage women's rights abolitionism,./Women_Profiles/Susan_B._Anthony
Ellen DeGeneres,https://en.wikipedia.org/wiki/Ellen_DeGeneres,American comedian,./Women_Profiles/Ellen_DeGeneres
Angela Davis,https://en.wikipedia.org/wiki/Angela_Davis,"Occupation: Educator, author, social activist",./Women_Profiles/Angela_Davis
Helen Thayer,https://en.wikipedia.org/wiki/Helen_Thayer,New Zealand-born explorer,./Women_Profiles/Helen_Thayer
Billie Jean King,https://en.wikipedia.org/wiki/Billie_Jean_King,American former World No,./Women_Profiles/Billie_Jean_King
Coco Chanel,https://en.wikipedia.org/wiki/Coco_Chanel,Occupation: Milliner dressmaker fashion designer,./Women_Profiles/Coco_Chanel
Nico,https://en.wikipedia.org/wiki/Nico,Occupation(s): Singer songwriter musician model actress,./Women_Profiles/Nico
Molly Stevens,https://en.wikipedia.org/wiki/Molly_Stevens,Occupation: Professor,./Women_Profiles/Molly_Stevens
Lise Meitner,https://en.wikipedia.org/wiki/Lise_Meitner,Known for: Nuclear fission,./Women_Profiles/Lise_Meitner
Susan Solomon,https://en.wikipedia.org/wiki/Susan_Solomon,Known for: Ozone Studies,./Women_Profiles/Susan_Solomon
Sheryl Sandberg,https://en.wikipedia.org/wiki/Sheryl_Sandberg,Occupation: COO  of  Facebook  (2008–present),./Women_Profiles/Sheryl_Sandberg
Sara Blakely,https://en.wikipedia.org/wiki/Sara_Blakely,Occupation: Businesswoman,./Women_Profiles/Sara_Blakely
Jodie Foster,https://en.wikipedia.org/wiki/Jodie_Foster,"Occupation: Actress, director, producer",./Women_Profiles/Jodie_Foster
Sheila Van Damm,https://en.wikipedia.org/wiki/Sheila_van_Damm,British woman competitor in motor rallying in the 1950s,./Women_Profiles/Sheila_Van_Damm
Katharine Graham,https://en.wikipedia.org/wiki/Katharine_Graham,Occupation: Publisher,./Women_Profiles/Katharine_Graham
Steffi Graf,https://en.wikipedia.org/wiki/Steffi_Graf,German former professional tennis player,./Women_Profiles/Steffi_Graf
Rosalind Russell,https://en.wikipedia.org/wiki/Rosalind_Russell,"Occupation: Actress, comedian, screenwriter, singer",./Women_Profiles/Rosalind_Russell
Michelle Obama,https://en.wikipedia.org/wiki/Michelle_Obama,American lawyer,./Women_Profiles/Michelle_Obama
Sallie Krawcheck,https://en.wikipedia.org/wiki/Sallie_Krawcheck,Occupation: Chief Executive Officer  Co-Founder,./Women_Profiles/Sallie_Krawcheck
Samantha Ettus,https://en.wikipedia.org/wiki/Samantha_Ettus,"Occupation: Author ,  Television Personality ,  Motivational Speaker",./Women_Profiles/Samantha_Ettus
Meryl Streep,https://en.wikipedia.org/wiki/Meryl_Streep,Occupation: Actress,./Women_Profiles/Meryl_Streep
Beryl Markham,https://en.wikipedia.org/wiki/Beryl_Markham,"Occupation: Writer, pilot, horse trainer",./Women_Profiles/Beryl_Markham
Venus Williams,https://en.wikipedia.org/wiki/Venus_Williams,American professional tennis player,./Women_Profiles/Venus_Williams
Marilyn French,https://en.wikipedia.org/wiki/Marilyn_French,"Occupation: Author , professor, lecturer",./Women_Profiles/Marilyn_French
Ann Richards,https://en.wikipedia.org/wiki/Ann_Richards,American politician and 45th Governor of Texas (1991–95),./Women_Profiles/Ann_Richards
Golda Meir,https://en.wikipedia.org/wiki/Golda_Meir,Israeli teacher,./Women_Profiles/Golda_Meir
Kate Moss,https://en.wikipedia.org/wiki/Kate_Moss,"Occupation: Model, fashion designer",./Women_Profiles/Kate_Moss
Edith Wharton,https://en.wikipedia.org/wiki/Edith_Wharton,"Occupation: Novelist, short story writer, designer.",./Women_Profiles/Edith_Wharton
Gertrude Ederle,https://en.wikipedia.org/wiki/Gertrude_Ederle,American competition swimmer,./Women_Profiles/Gertrude_Ederle
Liz Lange,https://en.wikipedia.org/wiki/Liz_Lange,"Occupation: Entrepreneur ,  fashion designer",./Women_Profiles/Liz_Lange
Pink,https://en.wikipedia.org/wiki/Pink_%28singer%29,"Occupation: Singer 
 songwriter 
 dancer 
 actress",./Women_Profiles/Pink
Tyra Banks,https://en.wikipedia.org/wiki/Tyra_Banks,"Occupation: Television personality 
 producer 
 businesswoman 
 model 
 actress 
 singer 
 author",./Women_Profiles/Tyra_Banks
Ginni Rometty,https://en.wikipedia.org/wiki/Ginni_Rometty,"Occupation: Chairman ,  president , and  CEO  of  IBM",./Women_Profiles/Ginni_Rometty
Lil' Kim,https://en.wikipedia.org/wiki/Lil%27_Kim,"Occupation: Rapper 
 singer 
 songwriter 
 actress 
 model",./Women_Profiles/Lil'_Kim
Kelly Holmes,https://en.wikipedia.org/wiki/Kelly_Holmes,retired British middle distance athlete,./Women_Profiles/Kelly_Holmes
Marissa Mayer,https://en.wikipedia.org/wiki/Marissa_Mayer,"Occupation: Co-founder, Lumi Labs  [3]",./Women_Profiles/Marissa_Mayer
Diane Abbott,https://en.wikipedia.org/wiki/Diane_Abbott,British politician serving as the Member of Parliament (MP) for Hackney North and Stoke Newington,./Women_Profiles/Diane_Abbott
Christine de Pizan,https://en.wikipedia.org/wiki/Christine_de_Pizan,Occupation: Writer,./Women_Profiles/Christine_de_Pizan
Simone de Beauvoir,https://en.wikipedia.org/wiki/Simone_de_Beauvoir,French writer,./Women_Profiles/Simone_de_Beauvoir
Cher,https://en.wikipedia.org/wiki/Cher,"Occupation: Singer 
 actress 
 author 
 businesswoman 
 comedian 
 dancer 
 fashion designer 
 model 
 philanthropist 
 record producer 
 songwriter 
 television host",./Women_Profiles/Cher
Sally Ride,https://en.wikipedia.org/wiki/Sally_Ride,Occupation: Physicist,./Women_Profiles/Sally_Ride
Rosalind Brewer,https://en.wikipedia.org/wiki/Rosalind_Brewer,American businesswoman,./Women_Profiles/Rosalind_Brewer
Dorothy Lawrence,https://en.wikipedia.org/wiki/Dorothy_Lawrence,Occupation: Journalist,./Women_Profiles/Dorothy_Lawrence
Germaine Greer,https://en.wikipedia.org/wiki/Germaine_Greer,"Occupation: Writer,  conservationist",./Women_Profiles/Germaine_Greer
Doreen Lawrence,https://en.wikipedia.org/wiki/Doreen_Lawrence,Occupation: Campaigner and  parliamentarian,./Women_Profiles/Doreen_Lawrence
Ashley Rickards,https://en.wikipedia.org/wiki/Ashley_Rickards,"Occupation: Actress, director",./Women_Profiles/Ashley_Rickards
Diane Sawyer,https://en.wikipedia.org/wiki/Diane_Sawyer,Occupation: Television journalist,./Women_Profiles/Diane_Sawyer
Edith Cowan,https://en.wikipedia.org/wiki/Edith_Cowan,Australian social reformer,./Women_Profiles/Edith_Cowan
Rosalynn Carter,https://en.wikipedia.org/wiki/Rosalynn_Carter,American,./Women_Profiles/Rosalynn_Carter
Grace Kelly,https://en.wikipedia.org/wiki/Grace_Kelly,Occupation: Actress  (1950–56),./Women_Profiles/Grace_Kelly
Pauli Murray,https://en.wikipedia.org/wiki/Pauli_Murray,American civil rights activist,./Women_Profiles/Pauli_Murray
Ally Carter,https://en.wikipedia.org/wiki/Ally_Carter,Occupation: Novelist,./Women_Profiles/Ally_Carter
Kate Gleason,https://en.wikipedia.org/wiki/Kate_Gleason,"Occupation: Engineer, businesswoman",./Women_Profiles/Kate_Gleason
Condoleezza Rice,https://en.wikipedia.org/wiki/Condoleezza_Rice,American political scientist and diplomat,./Women_Profiles/Condoleezza_Rice
Irena Sendler,https://en.wikipedia.org/wiki/Irena_Sendler,"Occupation: Social worker ,  humanitarian , nurse, administrator, educator",./Women_Profiles/Irena_Sendler
Eileen Collins,https://en.wikipedia.org/wiki/Eileen_Collins,Occupation: Test pilot,./Women_Profiles/Eileen_Collins
Mary McLeod Bethune,https://en.wikipedia.org/wiki/Mary_McLeod_Bethune,"Occupation: Educator, Author, and African American civil rights leader",./Women_Profiles/Mary_McLeod_Bethune
Shirin Ebadi,https://en.wikipedia.org/wiki/Shirin_Ebadi,Occupation: Lawyer Judge,./Women_Profiles/Shirin_Ebadi
Marge Piercy,https://en.wikipedia.org/wiki/Marge_Piercy,"Occupation: Poet, novelist, activist",./Women_Profiles/Marge_Piercy
Jacqueline Bisset,https://en.wikipedia.org/wiki/Jacqueline_Bisset,Occupation: Actress,./Women_Profiles/Jacqueline_Bisset
Onora O'Neill,https://en.wikipedia.org/wiki/Onora_O%27Neill,philosopher and a crossbench member of the House of Lords,./Women_Profiles/Onora_O'Neill
Mother Teresa,https://en.wikipedia.org/wiki/Mother_Teresa,Albanian-Indian[4] Roman Catholic nun and missionary,./Women_Profiles/Mother_Teresa
Rachel Zoe,https://en.wikipedia.org/wiki/Rachel_Zoe,"Occupation: Fashion stylist, designer",./Women_Profiles/Rachel_Zoe
Gwen Stefani,https://en.wikipedia.org/wiki/Gwen_Stefani,"Occupation: Singer 
 songwriter 
 actress 
 record producer 
 fashion designer",./Women_Profiles/Gwen_Stefani
Charlotte Whitton,https://en.wikipedia.org/wiki/Charlotte_Whitton,Canadian feminist and mayor of Ottawa,./Women_Profiles/Charlotte_Whitton
Julia Child,https://en.wikipedia.org/wiki/Julia_Child,American chef,./Women_Profiles/Julia_Child
Rachel Maddow,https://en.wikipedia.org/wiki/Rachel_Maddow,"Occupation: Television host 
 political commentator 
 author",./Women_Profiles/Rachel_Maddow
Tracey Emin,https://en.wikipedia.org/wiki/Tracey_Emin,English artist known for her autobiographical and confessional artwork,./Women_Profiles/Tracey_Emin
Athene Donald,https://en.wikipedia.org/wiki/Athene_Donald,British physicist,./Women_Profiles/Athene_Donald
Julie Burchill,https://en.wikipedia.org/wiki/Julie_Burchill,"Occupation: Novelist, columnist",./Women_Profiles/Julie_Burchill
Estée Lauder,https://en.wikipedia.org/wiki/Est%C3%A9e_Lauder_(businesswoman),Occupation: Businesswoman,./Women_Profiles/Estée_Lauder
Obiageli Ezekwesili,https://en.wikipedia.org/wiki/Obiageli_Ezekwesili,Nigerian chartered accountant,./Women_Profiles/Obiageli_Ezekwesili
Angela Carter,https://en.wikipedia.org/wiki/Angela_Carter,"Occupation: Novelist, short story writer, poet, journalist",./Women_Profiles/Angela_Carter
Julie Andrews,https://en.wikipedia.org/wiki/Julie_Andrews,"Occupation: Actress, singer, author",./Women_Profiles/Julie_Andrews
Melinda Gates,https://en.wikipedia.org/wiki/Melinda_Gates,"Occupation: Co-Chair and Founder,  Bill & Melinda Gates Foundation",./Women_Profiles/Melinda_Gates
Louise Hay,https://en.wikipedia.org/wiki/Louise_Hay,"Occupation: Author,  Professional speaker ,",./Women_Profiles/Louise_Hay
Kirsten Gillibrand,https://en.wikipedia.org/wiki/Kirsten_Gillibrand,American lawyer and politician,./Women_Profiles/Kirsten_Gillibrand
Noor Inayat Khan,https://en.wikipedia.org/wiki/Noor_Inayat_Khan,British heroine of World War II renowned for her service in the Special Operations Executive,./Women_Profiles/Noor_Inayat_Khan
Ada Lovelace,https://en.wikipedia.org/wiki/Ada_Lovelace,"Known for: Mathematics ,  computing",./Women_Profiles/Ada_Lovelace
Irene Rosenfeld,https://en.wikipedia.org/wiki/Irene_Rosenfeld,Occupation: Former Chairman and CEO ofMondelēz International,./Women_Profiles/Irene_Rosenfeld
Beatrix Potter,https://en.wikipedia.org/wiki/Beatrix_Potter,Occupation: Children's author and illustrator,./Women_Profiles/Beatrix_Potter
Florence Nightingale,https://en.wikipedia.org/wiki/Florence_Nightingale,Known for: Pioneering modern  nursing,./Women_Profiles/Florence_Nightingale
Franny Armstrong,https://en.wikipedia.org/wiki/Franny_Armstrong,British documentary film director working for her own company,./Women_Profiles/Franny_Armstrong
Marjane Satrapi,https://en.wikipedia.org/wiki/Marjane_Satrapi,Iranian-born French[2][3][4] graphic novelist,./Women_Profiles/Marjane_Satrapi
Hoda Kotb,https://en.wikipedia.org/wiki/Hoda_Kotb,Known for: Co-anchor of the  Today  show (2018–present)   Co-anchor of the fourth hour of the  Today  show (2008–present)    Dateline NBC  correspondent (1998–present),./Women_Profiles/Hoda_Kotb
Agatha Christie,https://en.wikipedia.org/wiki/Agatha_Christie,"Occupation: Novelist, short story writer, playwright, poet, memoirist",./Women_Profiles/Agatha_Christie
Melissa Etheridge,https://en.wikipedia.org/wiki/Melissa_Etheridge,"Occupation(s): Singer-songwriter 
 musician 
 activist",./Women_Profiles/Melissa_Etheridge
Indira Gandhi,https://en.wikipedia.org/wiki/Indira_Gandhi,Occupation: Politician,./Women_Profiles/Indira_Gandhi
Emma Watson,https://en.wikipedia.org/wiki/Emma_Watson,Occupation: Actress model activist,./Women_Profiles/Emma_Watson
Malala Yousafzai,https://en.wikipedia.org/wiki/Malala_Yousafzai,"Occupation: Activist for female education, former blogger for  BBC Urdu  and student",./Women_Profiles/Malala_Yousafzai
Ellen Johnson Sirleaf,https://en.wikipedia.org/wiki/Ellen_Johnson_Sirleaf,Liberian politician,./Women_Profiles/Ellen_Johnson_Sirleaf
Evonne Goolagong Cawley,https://en.wikipedia.org/wiki/Evonne_Goolagong_Cawley,Australian former world No,./Women_Profiles/Evonne_Goolagong_Cawley
Ingrid Mattson,https://en.wikipedia.org/wiki/Ingrid_Mattson,"Occupation: Professor ,  activist ,  Islamic scholar",./Women_Profiles/Ingrid_Mattson
Rebecca West,https://en.wikipedia.org/wiki/Rebecca_West,Occupation: Writer,./Women_Profiles/Rebecca_West
Jasvinder Sanghera,https://en.wikipedia.org/wiki/Jasvinder_Sanghera,Occupation: Public speaking,./Women_Profiles/Jasvinder_Sanghera
Zainab Salbi,https://en.wikipedia.org/wiki/Zainab_Salbi,"Occupation: Author, Media Host, and Founder of  Women for Women International",./Women_Profiles/Zainab_Salbi
Harper Lee,https://en.wikipedia.org/wiki/Harper_Lee,Occupation: Novelist,./Women_Profiles/Harper_Lee
Victoria Justice,https://en.wikipedia.org/wiki/Victoria_Justice,"Occupation: Actress 
 singer",./Women_Profiles/Victoria_Justice
Tory Burch,https://en.wikipedia.org/wiki/Tory_Burch,Occupation: Fashion designer  Executive Chairman and Chief Creative Officer of  Tory Burch LLC [1],./Women_Profiles/Tory_Burch
Vigdís Finnbogadóttir,https://en.wikipedia.org/wiki/Vigd%C3%ADs_Finnbogad%C3%B3ttir,the fourth President of Iceland,./Women_Profiles/Vigdís_Finnbogadóttir
Folorunsho Alakija,https://en.wikipedia.org/wiki/Folorunsho_Alakija,Occupation: Businesswoman,./Women_Profiles/Folorunsho_Alakija
Beyoncé Knowles,https://en.wikipedia.org/wiki/Beyonc%C3%A9_Knowles,Occupation: Singer actress songwriter record producer director model dancer fashion designer businesswoman,./Women_Profiles/Beyoncé_Knowles
Georgia O'Keeffe,https://en.wikipedia.org/wiki/Georgia_O%27Keeffe,Known for: Painting,./Women_Profiles/Georgia_O'Keeffe
Charlotte Cooper ,https://en.wikipedia.org//wiki/Charlotte_Cooper_(tennis),female tennis player,./Women_Profiles/Charlotte_Cooper_
